a,kn,kd,w,cmax,c,l,h,U
1042.4629667594422,1,4,15,900,225.0000000000001,44.99999999999999,15.000000000000007,2925.0
1128.180927925918,1,4,15,900,150.00000000000023,49.999999999999986,10.000000000000014,3150.0
94.86832980505137,2,4,15,900,750.0,10.0,50.0,1050.0
116.18950038622249,2,4,15,900,675.0,14.999999999999996,45.0,1125.0
134.16407864998737,2,4,15,900,600.0,19.999999999999996,40.0,1200.0
150.0,2,4,15,900,525.0,24.999999999999996,35.0,1275.0
164.31676725154983,2,4,15,900,449.99999999999994,30.000000000000004,29.999999999999996,1350.0
177.4823934929885,2,4,15,900,374.9999999999999,35.00000000000001,24.999999999999993,1425.0
189.73665961010275,2,4,15,900,300.0,40.0,20.0,1500.0
201.24611797498108,2,4,15,900,225.0,45.0,15.0,1575.0
212.13203435596427,2,4,15,900,150.0,50.0,10.0,1650.0
35.56558820077846,3,4,15,900,750.0,10.0,50.0,950.0
39.35979342530861,3,4,15,900,675.0,15.0,45.0,975.0
42.294850537622565,3,4,15,900,600.0,20.0,40.0,1000.0
44.721359549995796,3,4,15,900,524.9999999999998,25.000000000000014,34.999999999999986,1025.0
46.80694638641432,3,4,15,900,450.0000000000003,29.999999999999982,30.000000000000018,1050.0
48.64598558195575,3,4,15,900,375.0000000000001,34.99999999999999,25.000000000000007,1075.0
50.29733718731742,3,4,15,900,300.0000000000002,39.999999999999986,20.000000000000014,1100.0
51.80040128222703,3,4,15,900,225.0000000000001,44.99999999999999,15.000000000000007,1125.0
53.182958969449885,3,4,15,900,150.0000000000001,49.99999999999999,10.000000000000007,1150.0
94.86832980505137,1,2,15,1800,750.0,10.0,50.0,1050.0
134.16407864998737,1,2,15,1800,600.0,19.999999999999996,40.0,1200.0
164.31676725154983,1,2,15,1800,449.99999999999994,30.000000000000004,29.999999999999996,1350.0
189.73665961010275,1,2,15,1800,300.0,40.0,20.0,1500.0
208.8714975125751,1,3,15,1800,750.0,9.999999999999998,50.0,1200.0
331.56283487763494,1,3,15,1800,599.9999999999999,20.000000000000007,39.99999999999999,1500.0000000000005
434.47022307253354,1,3,15,1800,450.0,30.0,30.0,1800.0000000000005
526.3231928783161,1,3,15,1800,299.9999999999999,40.00000000000001,19.999999999999993,2100.000000000001
48.47478052571739,2,3,15,1800,750.0,9.999999999999998,50.0,975.0
61.07439637338541,2,3,15,1800,600.0,20.0,40.0,1050.0
69.91273138396183,2,3,15,1800,450.00000000000017,29.99999999999999,30.00000000000001,1125.0
76.94891760045138,2,3,15,1800,300.0000000000001,39.99999999999999,20.000000000000007,1200.0
82.8907087194087,2,3,15,1800,150.00000000000023,49.999999999999986,10.000000000000014,1275.0
337.40479511420943,1,4,15,1800,750.0,9.999999999999998,50.0,1350.0
567.4449654019055,1,4,15,1800,600.0,19.999999999999996,40.0,1800.0
769.1166115132213,1,4,15,1800,450.00000000000006,29.999999999999996,30.000000000000004,2250.0
954.3248745204609,1,4,15,1800,300.0000000000001,39.99999999999999,20.000000000000007,2700.0
1128.180927925918,1,4,15,1800,150.00000000000023,49.999999999999986,10.000000000000014,3150.0
94.86832980505137,2,4,15,1800,750.0,10.0,50.0,1050.0
134.16407864998737,2,4,15,1800,600.0,19.999999999999996,40.0,1200.0
164.31676725154983,2,4,15,1800,449.99999999999994,30.000000000000004,29.999999999999996,1350.0
189.73665961010275,2,4,15,1800,300.0,40.0,20.0,1500.0
35.56558820077846,3,4,15,1800,750.0,10.0,50.0,950.0
42.294850537622565,3,4,15,1800,600.0,20.0,40.0,1000.0
46.80694638641432,3,4,15,1800,450.0000000000003,29.999999999999982,30.000000000000018,1050.0
50.29733718731742,3,4,15,1800,300.0000000000002,39.999999999999986,20.000000000000014,1100.0
53.182958969449885,3,4,15,1800,150.0000000000001,49.99999999999999,10.000000000000007,1150.0
116.18950038622249,1,2,15,2700,675.0,14.999999999999996,45.0,1125.0
164.31676725154983,1,2,15,2700,449.99999999999994,30.000000000000004,29.999999999999996,1350.0
273.6990898008031,1,3,15,2700,675.0,15.000000000000004,45.0,1350.0000000000005
434.47022307253354,1,3,15,2700,450.0,30.0,30.0,1800.0000000000005
55.48977167243559,2,3,15,2700,675.0,14.999999999999996,45.0,1012.5
69.91273138396183,2,3,15,2700,450.00000000000017,29.99999999999999,30.00000000000001,1125.0
80.03009935102642,2,3,15,2700,225.0000000000003,44.99999999999998,15.000000000000021,1237.5
457.31947333915326,1,4,15,2700,675.0,14.999999999999998,45.0,1575.0
769.1166115132213,1,4,15,2700,450.00000000000006,29.999999999999996,30.000000000000004,2250.0
1042.4629667594422,1,4,15,2700,225.0000000000001,44.99999999999999,15.000000000000007,2925.0
116.18950038622249,2,4,15,2700,675.0,14.999999999999996,45.0,1125.0
164.31676725154983,2,4,15,2700,449.99999999999994,30.000000000000004,29.999999999999996,1350.0
39.35979342530861,3,4,15,2700,675.0,15.0,45.0,975.0
46.80694638641432,3,4,15,2700,450.0000000000003,29.999999999999982,30.000000000000018,1050.0
51.80040128222703,3,4,15,2700,225.0000000000001,44.99999999999999,15.000000000000007,1125.0
134.16407864998737,1,2,15,3600,600.0,19.999999999999996,40.0,1200.0
331.56283487763494,1,3,15,3600,599.9999999999999,20.000000000000007,39.99999999999999,1500.0000000000005
61.07439637338541,2,3,15,3600,600.0,20.0,40.0,1050.0
76.94891760045138,2,3,15,3600,300.0000000000001,39.99999999999999,20.000000000000007,1200.0
567.4449654019055,1,4,15,3600,600.0,19.999999999999996,40.0,1800.0
954.3248745204609,1,4,15,3600,300.0000000000001,39.99999999999999,20.000000000000007,2700.0
134.16407864998737,2,4,15,3600,600.0,19.999999999999996,40.0,1200.0
42.294850537622565,3,4,15,3600,600.0,20.0,40.0,1000.0
50.29733718731742,3,4,15,3600,300.0000000000002,39.999999999999986,20.000000000000014,1100.0
126.49110640673517,1,2,20,1200,1000.0,10.0,50.0,1400.0
154.91933384829665,1,2,20,1200,900.0,14.999999999999996,45.0,1500.0
178.88543819998318,1,2,20,1200,800.0,20.0,40.0,1600.0
200.0,1,2,20,1200,700.0,24.999999999999996,35.0,1700.0
219.08902300206645,1,2,20,1200,599.9999999999999,30.000000000000004,29.999999999999996,1800.0
236.64319132398467,1,2,20,1200,499.9999999999999,35.00000000000001,24.999999999999993,1900.0000000000005
252.98221281347034,1,2,20,1200,400.0,40.0,20.0,2000.0
268.32815729997475,1,2,20,1200,300.0,45.0,15.0,2100.0
282.842712474619,1,2,20,1200,200.0,50.0,10.0,2200.0
278.49533001676684,1,3,20,1200,1000.0,10.000000000000004,50.0,1600.0000000000002
364.9321197344041,1,3,20,1200,900.0,15.000000000000004,45.0,1800.0000000000005
442.0837798368466,1,3,20,1200,799.9999999999999,20.000000000000007,39.99999999999999,2000.0000000000005
512.9927840030092,1,3,20,1200,700.0000000000001,24.999999999999993,35.00000000000001,2200.0
579.2936307633781,1,3,20,1200,599.9999999999999,30.000000000000004,29.999999999999996,2400.0000000000005
641.9924883390479,1,3,20,1200,500.0000000000001,34.99999999999999,25.000000000000007,2600.0000000000005
701.7642571710882,1,3,20,1200,400.0,40.0,20.0,2800.000000000001
759.0893987715746,1,3,20,1200,300.0,45.0,15.0,3000.000000000001
814.3252849784723,1,3,20,1200,200.0,50.0,10.0,3200.000000000001
64.63304070095651,2,3,20,1200,1000.0000000000001,9.999999999999995,50.00000000000001,1300.0
73.98636222991412,2,3,20,1200,900.0,15.000000000000002,45.0,1350.0
81.43252849784722,2,3,20,1200,800.0,20.0,40.0,1400.0
87.72053214638599,2,3,20,1200,700.0,25.0,35.0,1450.0
93.21697517861577,2,3,20,1200,600.0000000000002,29.99999999999999,30.00000000000001,1500.0
98.13198930565771,2,3,20,1200,500.00000000000045,34.99999999999998,25.00000000000002,1550.0000000000002
102.59855680060184,2,3,20,1200,400.0000000000001,39.99999999999999,20.000000000000007,1600.0
106.70679913470188,2,3,20,1200,300.000000000001,44.99999999999995,15.00000000000005,1649.9999999999995
110.5209449592116,2,3,20,1200,200.00000000000028,49.999999999999986,10.000000000000014,1699.9999999999998
449.8730601522792,1,4,20,1200,1000.0,9.999999999999998,50.0,1800.0
609.7592977855377,1,4,20,1200,900.0,14.999999999999998,45.0,2100.0
756.5932872025406,1,4,20,1200,800.0,19.999999999999996,40.0,2400.0
894.4271909999159,1,4,20,1200,700.0,24.999999999999996,35.0,2700.0
1025.4888153509619,1,4,20,1200,600.0000000000001,29.999999999999996,30.000000000000004,3000.0000000000005
1151.1741273214552,1,4,20,1200,500.0000000000001,34.99999999999999,25.000000000000007,3299.9999999999995
1272.433166027281,1,4,20,1200,400.0000000000001,39.99999999999999,20.000000000000007,3599.9999999999995
1389.950622345923,1,4,20,1200,300.0000000000001,44.99999999999999,15.000000000000007,3900.0
1504.2412372345575,1,4,20,1200,200.00000000000014,49.99999999999999,10.000000000000007,4200.0
126.49110640673517,2,4,20,1200,1000.0,10.0,50.0,1400.0
154.91933384829665,2,4,20,1200,900.0,14.999999999999996,45.0,1500.0
178.88543819998318,2,4,20,1200,800.0,20.0,40.0,1600.0
200.0,2,4,20,1200,700.0,24.999999999999996,35.0,1700.0
219.08902300206645,2,4,20,1200,599.9999999999999,30.000000000000004,29.999999999999996,1800.0
236.64319132398467,2,4,20,1200,499.9999999999999,35.00000000000001,24.999999999999993,1900.0000000000005
252.98221281347034,2,4,20,1200,400.0,40.0,20.0,2000.0
268.32815729997475,2,4,20,1200,300.0,45.0,15.0,2100.0
282.842712474619,2,4,20,1200,200.0,50.0,10.0,2200.0
47.42078426770461,3,4,20,1200,1000.0,10.0,50.0,1266.6666666666667
52.479724567078144,3,4,20,1200,900.0,15.0,45.0,1300.0
56.39313405016342,3,4,20,1200,800.0,20.0,40.0,1333.3333333333335
59.62847939999439,3,4,20,1200,700.0,25.000000000000004,35.0,1366.6666666666665
62.40926184855242,3,4,20,1200,600.0000000000003,29.999999999999982,30.000000000000018,1400.0
64.86131410927433,3,4,20,1200,499.9999999999999,35.00000000000001,24.999999999999993,1433.3333333333335
67.06311624975656,3,4,20,1200,399.99999999999943,40.00000000000003,19.99999999999997,1466.6666666666665
69.06720170963604,3,4,20,1200,300.0000000000001,44.99999999999999,15.000000000000007,1500.0
70.91061195926652,3,4,20,1200,200.00000000000014,49.99999999999999,10.000000000000007,1533.3333333333335
154.91933384829665,1,2,20,1800,900.0,14.999999999999996,45.0,1500.0
219.08902300206645,1,2,20,1800,599.9999999999999,30.000000000000004,29.999999999999996,1800.0
268.32815729997475,1,2,20,1800,300.0,45.0,15.0,2100.0
364.9321197344041,1,3,20,1800,900.0,15.000000000000004,45.0,1800.0000000000005
579.2936307633781,1,3,20,1800,599.9999999999999,30.000000000000004,29.999999999999996,2400.0000000000005
759.0893987715746,1,3,20,1800,300.0,45.0,15.0,3000.000000000001
73.98636222991412,2,3,20,1800,900.0,15.000000000000002,45.0,1350.0
93.21697517861577,2,3,20,1800,600.0000000000002,29.99999999999999,30.00000000000001,1500.0
106.70679913470188,2,3,20,1800,300.000000000001,44.99999999999995,15.00000000000005,1649.9999999999995
609.7592977855377,1,4,20,1800,900.0,14.999999999999998,45.0,2100.0
1025.4888153509619,1,4,20,1800,600.0000000000001,29.999999999999996,30.000000000000004,3000.0000000000005
1389.950622345923,1,4,20,1800,300.0000000000001,44.99999999999999,15.000000000000007,3900.0
154.91933384829665,2,4,20,1800,900.0,14.999999999999996,45.0,1500.0
219.08902300206645,2,4,20,1800,599.9999999999999,30.000000000000004,29.999999999999996,1800.0
268.32815729997475,2,4,20,1800,300.0,45.0,15.0,2100.0
52.479724567078144,3,4,20,1800,900.0,15.0,45.0,1300.0
62.40926184855242,3,4,20,1800,600.0000000000003,29.999999999999982,30.000000000000018,1400.0
69.06720170963604,3,4,20,1800,300.0000000000001,44.99999999999999,15.000000000000007,1500.0
126.49110640673517,1,2,20,2400,1000.0,10.0,50.0,1400.0
178.88543819998318,1,2,20,2400,800.0,20.0,40.0,1600.0
219.08902300206645,1,2,20,2400,599.9999999999999,30.000000000000004,29.999999999999996,1800.0
252.98221281347034,1,2,20,2400,400.0,40.0,20.0,2000.0
278.49533001676684,1,3,20,2400,1000.0,10.000000000000004,50.0,1600.0000000000002
442.0837798368466,1,3,20,2400,799.9999999999999,20.000000000000007,39.99999999999999,2000.0000000000005
579.2936307633781,1,3,20,2400,599.9999999999999,30.000000000000004,29.999999999999996,2400.0000000000005
701.7642571710882,1,3,20,2400,400.0,40.0,20.0,2800.000000000001
64.63304070095651,2,3,20,2400,1000.0000000000001,9.999999999999995,50.00000000000001,1300.0
81.43252849784722,2,3,20,2400,800.0,20.0,40.0,1400.0
93.21697517861577,2,3,20,2400,600.0000000000002,29.99999999999999,30.00000000000001,1500.0
102.59855680060184,2,3,20,2400,400.0000000000001,39.99999999999999,20.000000000000007,1600.0
110.5209449592116,2,3,20,2400,200.00000000000028,49.999999999999986,10.000000000000014,1699.9999999999998
449.8730601522792,1,4,20,2400,1000.0,9.999999999999998,50.0,1800.0
756.5932872025406,1,4,20,2400,800.0,19.999999999999996,40.0,2400.0
1025.4888153509619,1,4,20,2400,600.0000000000001,29.999999999999996,30.000000000000004,3000.0000000000005
1272.433166027281,1,4,20,2400,400.0000000000001,39.99999999999999,20.000000000000007,3599.9999999999995
1504.2412372345575,1,4,20,2400,200.00000000000014,49.99999999999999,10.000000000000007,4200.0
126.49110640673517,2,4,20,2400,1000.0,10.0,50.0,1400.0
178.88543819998318,2,4,20,2400,800.0,20.0,40.0,1600.0
219.08902300206645,2,4,20,2400,599.9999999999999,30.000000000000004,29.999999999999996,1800.0
252.98221281347034,2,4,20,2400,400.0,40.0,20.0,2000.0
47.42078426770461,3,4,20,2400,1000.0,10.0,50.0,1266.6666666666667
56.39313405016342,3,4,20,2400,800.0,20.0,40.0,1333.3333333333335
62.40926184855242,3,4,20,2400,600.0000000000003,29.999999999999982,30.000000000000018,1400.0
67.06311624975656,3,4,20,2400,399.99999999999943,40.00000000000003,19.99999999999997,1466.6666666666665
70.91061195926652,3,4,20,2400,200.00000000000014,49.99999999999999,10.000000000000007,1533.3333333333335
154.91933384829665,1,2,20,3600,900.0,14.999999999999996,45.0,1500.0
219.08902300206645,1,2,20,3600,599.9999999999999,30.000000000000004,29.999999999999996,1800.0
364.9321197344041,1,3,20,3600,900.0,15.000000000000004,45.0,1800.0000000000005
579.2936307633781,1,3,20,3600,599.9999999999999,30.000000000000004,29.999999999999996,2400.0000000000005
73.98636222991412,2,3,20,3600,900.0,15.000000000000002,45.0,1350.0
93.21697517861577,2,3,20,3600,600.0000000000002,29.99999999999999,30.00000000000001,1500.0
106.70679913470188,2,3,20,3600,300.000000000001,44.99999999999995,15.00000000000005,1649.9999999999995
609.7592977855377,1,4,20,3600,900.0,14.999999999999998,45.0,2100.0
1025.4888153509619,1,4,20,3600,600.0000000000001,29.999999999999996,30.000000000000004,3000.0000000000005
1389.950622345923,1,4,20,3600,300.0000000000001,44.99999999999999,15.000000000000007,3900.0
154.91933384829665,2,4,20,3600,900.0,14.999999999999996,45.0,1500.0
219.08902300206645,2,4,20,3600,599.9999999999999,30.000000000000004,29.999999999999996,1800.0
52.479724567078144,3,4,20,3600,900.0,15.0,45.0,1300.0
62.40926184855242,3,4,20,3600,600.0000000000003,29.999999999999982,30.000000000000018,1400.0
69.06720170963604,3,4,20,3600,300.0000000000001,44.99999999999999,15.000000000000007,1500.0
178.88543819998318,1,2,20,4800,800.0,20.0,40.0,1600.0
442.0837798368466,1,3,20,4800,799.9999999999999,20.000000000000007,39.99999999999999,2000.0000000000005
81.43252849784722,2,3,20,4800,800.0,20.0,40.0,1400.0
102.59855680060184,2,3,20,4800,400.0000000000001,39.99999999999999,20.000000000000007,1600.0
756.5932872025406,1,4,20,4800,800.0,19.999999999999996,40.0,2400.0
1272.433166027281,1,4,20,4800,400.0000000000001,39.99999999999999,20.000000000000007,3599.9999999999995
178.88543819998318,2,4,20,4800,800.0,20.0,40.0,1600.0
56.39313405016342,3,4,20,4800,800.0,20.0,40.0,1333.3333333333335
158.11388300841895,1,2,25,1500,1250.0,10.0,50.0,1750.0
193.6491673103708,1,2,25,1500,1125.0,14.999999999999996,45.0,1874.9999999999998
223.60679774997897,1,2,25,1500,1000.0,20.0,40.0,2000.0
250.0,1,2,25,1500,875.0,24.999999999999996,35.0,2125.0
273.8612787525831,1,2,25,1500,749.9999999999999,30.000000000000004,29.999999999999996,2250.0
295.8039891549808,1,2,25,1500,625.0000000000002,34.99999999999999,25.000000000000007,2375.0
316.2277660168379,1,2,25,1500,500.0,40.0,20.0,2500.0
335.4101966249684,1,2,25,1500,375.0,45.0,15.0,2625.0
353.5533905932738,1,2,25,1500,250.0,50.0,10.0,2750.0
348.1191625209585,1,3,25,1500,1250.0,10.000000000000002,50.0,2000.0000000000002
456.16514966800514,1,3,25,1500,1125.0,14.999999999999998,45.0,2250.0
552.6047247960582,1,3,25,1500,999.9999999999998,20.000000000000007,39.99999999999999,2500.0000000000005
641.2409800037615,1,3,25,1500,875.0,24.999999999999996,35.0,2750.0
724.1170384542226,1,3,25,1500,750.0000000000002,29.999999999999993,30.000000000000007,3000.000000000001
802.4906104238098,1,3,25,1500,625.0000000000002,34.99999999999999,25.000000000000007,3250.000000000001
877.2053214638602,1,3,25,1500,499.99999999999983,40.00000000000001,19.999999999999993,3500.0000000000014
948.8617484644683,1,3,25,1500,375.0,45.0,15.0,3750.0000000000014
1017.9066062230903,1,3,25,1500,250.0,50.0,10.0,4000.000000000001
80.79130087619565,2,3,25,1500,1250.0,10.000000000000002,50.0,1625.0
92.48295278739265,2,3,25,1500,1125.0,15.000000000000002,45.0,1687.5
101.79066062230902,2,3,25,1500,1000.0,20.0,40.0,1750.0
109.6506651829825,2,3,25,1500,875.0000000000003,24.99999999999999,35.000000000000014,1812.5
116.52121897326971,2,3,25,1500,750.0000000000002,29.99999999999999,30.00000000000001,1875.0
122.66498663207214,2,3,25,1500,625.0,35.0,25.0,1937.5
128.2481960007523,2,3,25,1500,500.00000000000017,39.99999999999999,20.000000000000007,2000.0
133.38349891837737,2,3,25,1500,375.0000000000005,44.99999999999998,15.000000000000021,2062.5
138.1511811990145,2,3,25,1500,250.00000000000108,49.99999999999996,10.000000000000043,2124.9999999999995
562.341325190349,1,4,25,1500,1250.0,9.999999999999998,50.0,2250.0
762.199122231922,1,4,25,1500,1125.0,14.999999999999998,45.0,2625.0
945.7416090031759,1,4,25,1500,1000.0,19.999999999999996,40.0,3000.0
1118.033988749895,1,4,25,1500,875.0,24.999999999999996,35.0,3375.0
1281.8610191887024,1,4,25,1500,750.0000000000001,29.999999999999996,30.000000000000004,3750.0000000000005
1438.9676591518191,1,4,25,1500,625.0000000000002,34.99999999999999,25.000000000000007,4125.0
1590.5414575341015,1,4,25,1500,500.00000000000017,39.99999999999999,20.000000000000007,4500.0
1737.4382779324037,1,4,25,1500,375.00000000000017,44.99999999999999,15.000000000000007,4875.0
1880.3015465431968,1,4,25,1500,250.00000000000017,49.99999999999999,10.000000000000007,5250.0
158.11388300841895,2,4,25,1500,1250.0,10.0,50.0,1750.0
193.6491673103708,2,4,25,1500,1125.0,14.999999999999996,45.0,1874.9999999999998
223.60679774997897,2,4,25,1500,1000.0,20.0,40.0,2000.0
250.0,2,4,25,1500,875.0,24.999999999999996,35.0,2125.0
273.8612787525831,2,4,25,1500,749.9999999999999,30.000000000000004,29.999999999999996,2250.0
295.8039891549808,2,4,25,1500,625.0000000000002,34.99999999999999,25.000000000000007,2375.0
316.2277660168379,2,4,25,1500,500.0,40.0,20.0,2500.0
335.4101966249684,2,4,25,1500,375.0,45.0,15.0,2625.0
353.5533905932738,2,4,25,1500,250.0,50.0,10.0,2750.0
59.27598033463076,3,4,25,1500,1250.0,10.0,50.0,1583.3333333333335
65.59965570884768,3,4,25,1500,1125.0,15.0,45.0,1625.0
70.49141756270427,3,4,25,1500,1000.0,20.0,40.0,1666.6666666666665
74.53559924999298,3,4,25,1500,875.0,25.000000000000004,35.0,1708.3333333333333
78.01157731069053,3,4,25,1500,750.0000000000005,29.999999999999982,30.000000000000018,1750.0
81.07664263659292,3,4,25,1500,624.9999999999993,35.00000000000003,24.99999999999997,1791.666666666667
83.8288953121957,3,4,25,1500,499.99999999999983,40.00000000000001,19.999999999999993,1833.3333333333335
86.33400213704505,3,4,25,1500,375.00000000000017,44.99999999999999,15.000000000000007,1875.0
88.63826494908315,3,4,25,1500,249.99999999999875,50.00000000000005,9.99999999999995,1916.666666666667
158.11388300841895,1,2,25,3000,1250.0,10.0,50.0,1750.0
223.60679774997897,1,2,25,3000,1000.0,20.0,40.0,2000.0
273.8612787525831,1,2,25,3000,749.9999999999999,30.000000000000004,29.999999999999996,2250.0
316.2277660168379,1,2,25,3000,500.0,40.0,20.0,2500.0
348.1191625209585,1,3,25,3000,1250.0,10.000000000000002,50.0,2000.0000000000002
552.6047247960582,1,3,25,3000,999.9999999999998,20.000000000000007,39.99999999999999,2500.0000000000005
724.1170384542226,1,3,25,3000,750.0000000000002,29.999999999999993,30.000000000000007,3000.000000000001
877.2053214638602,1,3,25,3000,499.99999999999983,40.00000000000001,19.999999999999993,3500.0000000000014
80.79130087619565,2,3,25,3000,1250.0,10.000000000000002,50.0,1625.0
101.79066062230902,2,3,25,3000,1000.0,20.0,40.0,1750.0
116.52121897326971,2,3,25,3000,750.0000000000002,29.99999999999999,30.00000000000001,1875.0
128.2481960007523,2,3,25,3000,500.00000000000017,39.99999999999999,20.000000000000007,2000.0
138.1511811990145,2,3,25,3000,250.00000000000108,49.99999999999996,10.000000000000043,2124.9999999999995
562.341325190349,1,4,25,3000,1250.0,9.999999999999998,50.0,2250.0
945.7416090031759,1,4,25,3000,1000.0,19.999999999999996,40.0,3000.0
1281.8610191887024,1,4,25,3000,750.0000000000001,29.999999999999996,30.000000000000004,3750.0000000000005
1590.5414575341015,1,4,25,3000,500.00000000000017,39.99999999999999,20.000000000000007,4500.0
1880.3015465431968,1,4,25,3000,250.00000000000017,49.99999999999999,10.000000000000007,5250.0
158.11388300841895,2,4,25,3000,1250.0,10.0,50.0,1750.0
223.60679774997897,2,4,25,3000,1000.0,20.0,40.0,2000.0
273.8612787525831,2,4,25,3000,749.9999999999999,30.000000000000004,29.999999999999996,2250.0
316.2277660168379,2,4,25,3000,500.0,40.0,20.0,2500.0
59.27598033463076,3,4,25,3000,1250.0,10.0,50.0,1583.3333333333335
70.49141756270427,3,4,25,3000,1000.0,20.0,40.0,1666.6666666666665
78.01157731069053,3,4,25,3000,750.0000000000005,29.999999999999982,30.000000000000018,1750.0
83.8288953121957,3,4,25,3000,499.99999999999983,40.00000000000001,19.999999999999993,1833.3333333333335
193.6491673103708,1,2,25,4500,1125.0,14.999999999999996,45.0,1874.9999999999998
273.8612787525831,1,2,25,4500,749.9999999999999,30.000000000000004,29.999999999999996,2250.0
456.16514966800514,1,3,25,4500,1125.0,14.999999999999998,45.0,2250.0
724.1170384542226,1,3,25,4500,750.0000000000002,29.999999999999993,30.000000000000007,3000.000000000001
92.48295278739265,2,3,25,4500,1125.0,15.000000000000002,45.0,1687.5
116.52121897326971,2,3,25,4500,750.0000000000002,29.99999999999999,30.00000000000001,1875.0
133.38349891837737,2,3,25,4500,375.0000000000005,44.99999999999998,15.000000000000021,2062.5
762.199122231922,1,4,25,4500,1125.0,14.999999999999998,45.0,2625.0
1281.8610191887024,1,4,25,4500,750.0000000000001,29.999999999999996,30.000000000000004,3750.0000000000005
1737.4382779324037,1,4,25,4500,375.00000000000017,44.99999999999999,15.000000000000007,4875.0
193.6491673103708,2,4,25,4500,1125.0,14.999999999999996,45.0,1874.9999999999998
273.8612787525831,2,4,25,4500,749.9999999999999,30.000000000000004,29.999999999999996,2250.0
65.59965570884768,3,4,25,4500,1125.0,15.0,45.0,1625.0
78.01157731069053,3,4,25,4500,750.0000000000005,29.999999999999982,30.000000000000018,1750.0
86.33400213704505,3,4,25,4500,375.00000000000017,44.99999999999999,15.000000000000007,1875.0
223.60679774997897,1,2,25,6000,1000.0,20.0,40.0,2000.0
552.6047247960582,1,3,25,6000,999.9999999999998,20.000000000000007,39.99999999999999,2500.0000000000005
101.79066062230902,2,3,25,6000,1000.0,20.0,40.0,1750.0
128.2481960007523,2,3,25,6000,500.00000000000017,39.99999999999999,20.000000000000007,2000.0
945.7416090031759,1,4,25,6000,1000.0,19.999999999999996,40.0,3000.0
1590.5414575341015,1,4,25,6000,500.00000000000017,39.99999999999999,20.000000000000007,4500.0
223.60679774997897,2,4,25,6000,1000.0,20.0,40.0,2000.0
70.49141756270427,3,4,25,6000,1000.0,20.0,40.0,1666.6666666666665
189.73665961010275,1,2,30,1800,1500.0,10.0,50.0,2100.0
232.37900077244498,1,2,30,1800,1350.0,14.999999999999996,45.0,2250.0
268.32815729997475,1,2,30,1800,1200.0,19.999999999999996,40.0,2400.0
300.0,1,2,30,1800,1050.0,24.999999999999996,35.0,2550.0
328.63353450309967,1,2,30,1800,899.9999999999999,30.000000000000004,29.999999999999996,2700.0
